Municipality name;Official municipality code (AGS);Name of municipality ass.;Code of municipality associations (RS)
Mucheln;1057052;Selent/ Schlesen;10575775.0
Nehmten;1057053;Großer Plöner See;10575739.0
Nettelsee;1057054;Preetz-Land;10575747.0
Panker;1057055;Amt Lütjenburg;10575727.0
Passade;1057056;Probstei;10575755.0
Plön, Stadt;1057057;Plön, Stadt;10570057.0
Pohnsdorf;1057058;Preetz-Land;10575747.0
Postfeld;1057059;Preetz-Land;10575747.0
Prasdorf;1057060;Probstei;10575755.0
Preetz, Stadt;1057062;Preetz, Stadt;10570062.0
Probsteierhagen;1057063;Probstei;10575755.0
Rantzau;1057065;Großer Plöner See;10575739.0
Rastorf;1057066;Preetz-Land;10575747.0
Rathjensdorf;1057067;Großer Plöner See;10575739.0
Rendswühren;1057068;Bokhorst-Wankendorf;10575785.0
Ruhwinkel;1057069;Bokhorst-Wankendorf;10575785.0
Schellhorn;1057070;Preetz-Land;10575747.0
Schillsdorf;1057071;Bokhorst-Wankendorf;10575785.0
Schlesen;1057072;Selent/ Schlesen;10575775.0
Schönberg (Holstein);1057073;Probstei;10575755.0
Schönkirchen;1057074;Schrevenborn;10575782.0
Schwartbuck;1057076;Amt Lütjenburg;10575727.0
Selent;1057077;Selent/ Schlesen;10575775.0
Stakendorf;1057078;Probstei;10575755.0
Stein;1057079;Probstei;10575755.0
Stolpe;1057080;Bokhorst-Wankendorf;10575785.0
Stoltenberg;1057081;Probstei;10575755.0
Tröndel;1057082;Amt Lütjenburg;10575727.0
Tasdorf;1057083;Bokhorst-Wankendorf;10575785.0
Wahlstorf;1057084;Preetz-Land;10575747.0
Wankendorf;1057085;Bokhorst-Wankendorf;10575785.0
Warnau;1057086;Preetz-Land;10575747.0
Wendtorf;1057087;Probstei;10575755.0
Wisch;1057088;Probstei;10575755.0
Wittmoldt;1057089;Großer Plöner See;10575739.0
Fargau-Pratjau;1057090;Selent/ Schlesen;10575775.0
Schwentinental, Stadt;1057091;Schwentinental, Stadt;10570091.0
Achterwehr;1058001;Achterwehr;10585803.0
Alt Duvenstedt;1058003;Fockbek;10585833.0
Altenhof;1058004;Schlei-Ostsee;10585893.0
Altenholz;1058005;Altenholz;10580005.0
Arpsdorf;1058007;Mittelholstein;10585895.0
Ascheffel;1058008;Hüttener Berge;10585890.0
Aukrug;1058009;Mittelholstein;10585895.0
Bargstall;1058010;Hohner Harde;10585847.0
Bargstedt;1058011;Nortorfer  Land;10585864.0
Barkelsby;1058012;Schlei-Ostsee;10585893.0
Beldorf;1058013;Mittelholstein;10585895.0
Bendorf;1058014;Mittelholstein;10585895.0
Beringstedt;1058015;Mittelholstein;10585895.0
Bissee;1058016;Bordesholm;10585889.0
Blumenthal;1058018;Molfsee;10585859.0
Böhnhusen;1058019;Flintbek;10585830.0
Bokel;1058021;Nortorfer  Land;10585864.0
Bordesholm;1058022;Bordesholm;10585889.0
Borgdorf-Seedorf;1058023;Nortorfer  Land;10585864.0
Borgstedt;1058024;Hüttener Berge;10585890.0
Bornholt;1058025;Mittelholstein;10585895.0
Bovenau;1058026;Eiderkanal;10585888.0
Brammer;1058027;Nortorfer  Land;10585864.0
Bredenbek;1058028;Achterwehr;10585803.0
Breiholz;1058029;Hohner Harde;10585847.0
Brekendorf;1058030;Hüttener Berge;10585890.0
Brinjahe;1058031;Jevenstedt;10585853.0
Brodersby;1058032;Schlei-Ostsee;10585893.0
Brügge;1058033;Bordesholm;10585889.0
Büdelsdorf, Stadt;1058034;Büdelsdorf, Stadt;10580034.0
Bünsdorf;1058035;Hüttener Berge;10585890.0
Christiansholm;1058036;Hohner Harde;10585847.0
Dänischenhagen;1058037;Dänischenhagen;10585822.0
Dätgen;1058038;Nortorfer  Land;10585864.0
Damendorf;1058039;Hüttener Berge;10585890.0
Damp;1058040;Schlei-Ostsee;10585893.0
Dörphof;1058042;Schlei-Ostsee;10585893.0
Eckernförde, Stadt;1058043;Eckernförde, Stadt;10580043.0
Ehndorf;1058044;Mittelholstein;10585895.0
Eisendorf;1058045;Nortorfer  Land;10585864.0
Ellerdorf;1058046;Nortorfer  Land;10585864.0
Elsdorf-Westermühlen;1058047;Hohner Harde;10585847.0
Embühren;1058048;Jevenstedt;10585853.0
Emkendorf;1058049;Nortorfer  Land;10585864.0
Felde;1058050;Achterwehr;10585803.0
Felm;1058051;Dänischer Wohld;10585824.0
Fleckeby;1058052;Schlei-Ostsee;10585893.0
Flintbek;1058053;Flintbek;10585830.0
Fockbek;1058054;Fockbek;10585833.0
Friedrichsgraben;1058055;Hohner Harde;10585847.0
Friedrichsholm;1058056;Hohner Harde;10585847.0
Gammelby;1058057;Schlei-Ostsee;10585893.0
Gettorf;1058058;Dänischer Wohld;10585824.0
Gnutz;1058059;Nortorfer  Land;10585864.0
Gokels;1058061;Mittelholstein;10585895.0
Grauel;1058062;Mittelholstein;10585895.0
Grevenkrug;1058063;Bordesholm;10585889.0
Groß Buchwald;1058064;Bordesholm;10585889.0
Groß Vollstedt;1058065;Nortorfer  Land;10585864.0
Groß Wittensee;1058066;Hüttener Berge;10585890.0
Güby;1058067;Schlei-Ostsee;10585893.0
Haale;1058068;Jevenstedt;10585853.0
Haby;1058069;Hüttener Berge;10585890.0
Hamdorf;1058070;Hohner Harde;10585847.0
Hamweddel;1058071;Jevenstedt;10585853.0
Hanerau-Hademarschen;1058072;Mittelholstein;10585895.0
Haßmoor;1058073;Eiderkanal;10585888.0
Heinkenborstel;1058074;Mittelholstein;10585895.0
Hörsten;1058075;Jevenstedt;10585853.0
Hoffeld;1058076;Bordesholm;10585889.0
Hohenwestedt;1058077;Mittelholstein;10585895.0
Hohn;1058078;Hohner Harde;10585847.0
Holtsee;1058080;Hüttener Berge;10585890.0
Holzbunge;1058081;Hüttener Berge;10585890.0
Holzdorf;1058082;Schlei-Ostsee;10585893.0
Hütten;1058083;Hüttener Berge;10585890.0
Hummelfeld;1058084;Schlei-Ostsee;10585893.0
Jahrsdorf;1058085;Mittelholstein;10585895.0
Jevenstedt;1058086;Jevenstedt;10585853.0
Karby;1058087;Schlei-Ostsee;10585893.0
Klein Wittensee;1058088;Hüttener Berge;10585890.0
Königshügel;1058089;Hohner Harde;10585847.0
Kosel;1058090;Schlei-Ostsee;10585893.0
Krogaspe;1058091;Nortorfer  Land;10585864.0
Kronshagen;1058092;Kronshagen;10580092.0
Krummwisch;1058093;Achterwehr;10585803.0
Langwedel;1058094;Nortorfer  Land;10585864.0
Lindau;1058096;Dänischer Wohld;10585824.0
Lohe-Föhrden;1058097;Hohner Harde;10585847.0
Loop;1058098;Bordesholm;10585889.0
Loose;1058099;Schlei-Ostsee;10585893.0
Lütjenwestedt;1058100;Mittelholstein;10585895.0
Luhnstedt;1058101;Jevenstedt;10585853.0
Goosefeld;1058102;Schlei-Ostsee;10585893.0
Meezen;1058103;Mittelholstein;10585895.0
Melsdorf;1058104;Achterwehr;10585803.0
Mielkendorf;1058105;Molfsee;10585859.0
Mörel;1058106;Mittelholstein;10585895.0
Molfsee;1058107;Molfsee;10585859.0
Mühbrook;1058108;Bordesholm;10585889.0
Negenharrie;1058109;Bordesholm;10585889.0
Neudorf-Bornstein;1058110;Dänischer Wohld;10585824.0
Neu Duvenstedt;1058111;Hüttener Berge;10585890.0
Neuwittenbek;1058112;Dänischer Wohld;10585824.0
Nienborstel;1058113;Mittelholstein;10585895.0
Nindorf;1058115;Mittelholstein;10585895.0
Noer;1058116;Dänischenhagen;10585822.0
Nortorf, Stadt;1058117;Nortorfer  Land;10585864.0
Nübbel;1058118;Fockbek;10585833.0
Oldenbüttel;1058119;Mittelholstein;10585895.0
Oldenhütten;1058120;Nortorfer  Land;10585864.0
Osdorf;1058121;Dänischer Wohld;10585824.0
Ostenfeld (Rendsburg);1058122;Eiderkanal;10585888.0
Osterby;1058123;Hüttener Berge;10585890.0
Osterrönfeld;1058124;Eiderkanal;10585888.0
Osterstedt;1058125;Mittelholstein;10585895.0
Ottendorf;1058126;Achterwehr;10585803.0
Owschlag;1058127;Hüttener Berge;10585890.0
Padenstedt;1058128;Mittelholstein;10585895.0
Prinzenmoor;1058129;Hohner Harde;10585847.0
Quarnbek;1058130;Achterwehr;10585803.0
Rade b. Hohenwestedt;1058131;Mittelholstein;10585895.0
Rade b. Rendsburg;1058132;Eiderkanal;10585888.0
Reesdorf;1058133;Bordesholm;10585889.0
Remmels;1058134;Mittelholstein;10585895.0
Rendsburg, Stadt;1058135;Rendsburg, Stadt;10580135.0
Rickert;1058136;Fockbek;10585833.0
Rieseby;1058137;Schlei-Ostsee;10585893.0
Rodenbek;1058138;Molfsee;10585859.0
Rumohr;1058139;Molfsee;10585859.0
Schacht-Audorf;1058140;Eiderkanal;10585888.0
Schierensee;1058141;Molfsee;10585859.0
Schinkel;1058142;Dänischer Wohld;10585824.0
Schmalstede;1058143;Bordesholm;10585889.0
Schönbek;1058144;Bordesholm;10585889.0
Schönhorst;1058145;Flintbek;10585830.0
Schülldorf;1058146;Eiderkanal;10585888.0
Schülp b. Nortorf;1058147;Nortorfer  Land;10585864.0
Schülp b. Rendsburg;1058148;Jevenstedt;10585853.0
Schwedeneck;1058150;Dänischenhagen;10585822.0
Seefeld;1058151;Mittelholstein;10585895.0
Sehestedt;1058152;Hüttener Berge;10585890.0
Sören;1058153;Bordesholm;10585889.0
Sophienhamm;1058154;Hohner Harde;10585847.0
Stafstedt;1058155;Jevenstedt;10585853.0
Steenfeld;1058156;Mittelholstein;10585895.0
Strande;1058157;Dänischenhagen;10585822.0
Tackesdorf;1058158;Mittelholstein;10585895.0
Tappendorf;1058159;Mittelholstein;10585895.0
Techelsdorf;1058160;Flintbek;10585830.0
Thaden;1058161;Mittelholstein;10585895.0
Thumby;1058162;Schlei-Ostsee;10585893.0
Timmaspe;1058163;Nortorfer  Land;10585864.0
Todenbüttel;1058164;Mittelholstein;10585895.0
Tüttendorf;1058165;Dänischer Wohld;10585824.0
Waabs;1058166;Schlei-Ostsee;10585893.0
Wapelfeld;1058167;Mittelholstein;10585895.0
Warder;1058168;Nortorfer  Land;10585864.0
Wasbek;1058169;Wasbek;10580169.0
Wattenbek;1058170;Bordesholm;10585889.0
Westensee;1058171;Achterwehr;10585803.0
Westerrönfeld;1058172;Jevenstedt;10585853.0
Windeby;1058173;Schlei-Ostsee;10585893.0
Winnemark;1058174;Schlei-Ostsee;10585893.0
Ahlefeld-Bistensee;1058175;Hüttener Berge;10585890.0
Alt Bennebek;1059001;Kropp-Stapelholm;10595996.0
Arnis, Stadt;1059002;Kappeln-Land;10595920.0
Bergenhusen;1059005;Kropp-Stapelholm;10595996.0
Böel;1059006;Süderbrarup;10595974.0
Böklund;1059008;Südangeln;10595987.0
Börm;1059009;Kropp-Stapelholm;10595996.0
Bollingstedt;1059010;Arensharde;10595993.0
Borgwedel;1059012;Haddeby;10595915.0
Busdorf;1059018;Haddeby;10595915.0
Dannewerk;1059019;Haddeby;10595915.0
Dörpstedt;1059020;Kropp-Stapelholm;10595996.0
Ellingstedt;1059023;Arensharde;10595993.0
Erfde;1059024;Kropp-Stapelholm;10595996.0
Fahrdorf;1059026;Haddeby;10595915.0
Geltorf;1059032;Haddeby;10595915.0
Grödersby;1059034;Kappeln-Land;10595920.0
Groß Rheide;1059035;Kropp-Stapelholm;10595996.0
Havetoft;1059037;Südangeln;10595987.0
Hollingstedt;1059039;Arensharde;10595993.0
Hüsby;1059041;Arensharde;10595993.0
Idstedt;1059042;Südangeln;10595987.0
Jagel;1059043;Haddeby;10595915.0
Jübek;1059044;Arensharde;10595993.0
Kappeln, Stadt;1059045;Kappeln, Stadt;10590045.0
Klappholz;1059049;Südangeln;10595987.0
Klein Bennebek;1059050;Kropp-Stapelholm;10595996.0
Klein Rheide;1059051;Kropp-Stapelholm;10595996.0
Kropp;1059053;Kropp-Stapelholm;10595996.0
Loit;1059055;Süderbrarup;10595974.0
Lottorf;1059056;Haddeby;10595915.0
Lürschau;1059057;Arensharde;10595993.0
Meggerdorf;1059058;Kropp-Stapelholm;10595996.0
Mohrkirch;1059060;Süderbrarup;10595974.0
Neuberend;1059062;Südangeln;10595987.0
Norderbrarup;1059063;Süderbrarup;10595974.0
Nottfeld;1059065;Süderbrarup;10595974.0
Oersberg;1059067;Kappeln-Land;10595920.0
Rabenkirchen-Faulück;1059068;Kappeln-Land;10595920.0
Rügge;1059070;Süderbrarup;10595974.0
Saustrup;1059072;Süderbrarup;10595974.0
Schaalby;1059073;Südangeln;10595987.0
Scheggerott;1059074;Süderbrarup;10595974.0
Schleswig, Stadt;1059075;Schleswig, Stadt;10590075.0
Schnarup-Thumby;1059076;Amt Mittelangeln;10595949.0
Schuby;1059077;Arensharde;10595993.0
Selk;1059078;Haddeby;10595915.0
Silberstedt;1059079;Arensharde;10595993.0
Steinfeld;1059080;Süderbrarup;10595974.0
Stolk;1059081;Südangeln;10595987.0
Struxdorf;1059082;Südangeln;10595987.0
Süderbrarup;1059083;Süderbrarup;10595974.0
Süderfahrenstedt;1059084;Südangeln;10595987.0
Taarstedt;1059086;Südangeln;10595987.0
Tetenhusen;1059087;Kropp-Stapelholm;10595996.0
Tielen;1059088;Kropp-Stapelholm;10595996.0
Tolk;1059090;Südangeln;10595987.0
Treia;1059092;Arensharde;10595993.0
Uelsby;1059093;Südangeln;10595987.0
Ulsnis;1059094;Süderbrarup;10595974.0
Wagersrott;1059095;Süderbrarup;10595974.0
Wohlde;1059096;Kropp-Stapelholm;10595996.0
Twedt;1059097;Südangeln;10595987.0
Nübel;1059098;Südangeln;10595987.0
Tastrup;1059101;Hürup;10595919.0
Ahneby;1059102;Geltinger Bucht;10595990.0
Ausacker;1059103;Hürup;10595919.0
Böxlund;1059105;Schafflund;10595952.0
Dollerup;1059106;Langballig;10595937.0
Eggebek;1059107;Eggebek;10595912.0
Esgrus;1059109;Geltinger Bucht;10595990.0
Gelting;1059112;Geltinger Bucht;10595990.0
Glücksburg (Ostsee), Stadt;1059113;Glücksburg (Ostsee), Stadt;10590113.0
Großenwiehe;1059115;Schafflund;10595952.0
Großsolt;1059116;Hürup;10595919.0
Grundhof;1059118;Langballig;10595937.0
Harrislee;1059120;Harrislee;10590120.0
Hasselberg;1059121;Geltinger Bucht;10595990.0
Hörup;1059123;Schafflund;10595952.0
Holt;1059124;Schafflund;10595952.0
Hürup;1059126;Hürup;10595919.0
Husby;1059127;Hürup;10595919.0
Janneby;1059128;Eggebek;10595912.0
Jardelund;1059129;Schafflund;10595952.0
Jerrishoe;1059131;Eggebek;10595912.0
Jörl;1059132;Eggebek;10595912.0
Kronsgaard;1059136;Geltinger Bucht;10595990.0
Langballig;1059137;Langballig;10595937.0
Langstedt;1059138;Eggebek;10595912.0
Maasbüll;1059141;Hürup;10595919.0
Maasholm;1059142;Geltinger Bucht;10595990.0
Medelby;1059143;Schafflund;10595952.0
Meyn;1059144;Schafflund;10595952.0
Munkbrarup;1059145;Langballig;10595937.0
Nieby;1059147;Geltinger Bucht;10595990.0
Niesgrau;1059148;Geltinger Bucht;10595990.0
Nordhackstedt;1059149;Schafflund;10595952.0
Osterby;1059151;Schafflund;10595952.0
Pommerby;1059152;Geltinger Bucht;10595990.0
Rabel;1059154;Geltinger Bucht;10595990.0
Rabenholz;1059155;Geltinger Bucht;10595990.0
Ringsberg;1059157;Langballig;10595937.0
Schafflund;1059158;Schafflund;10595952.0
Sieverstedt;1059159;Oeversee;10595940.0
Sörup;1059161;Amt Mittelangeln;10595949.0
Sollerup;1059162;Eggebek;10595912.0
Stangheck;1059163;Geltinger Bucht;10595990.0
Steinberg;1059164;Geltinger Bucht;10595990.0
Sterup;1059167;Geltinger Bucht;10595990.0
Stoltebüll;1059168;Geltinger Bucht;10595990.0
Süderhackstedt;1059169;Eggebek;10595912.0
Tarp;1059171;Oeversee;10595940.0
Wallsbüll;1059173;Schafflund;10595952.0
Wanderup;1059174;Eggebek;10595912.0
Wees;1059176;Langballig;10595937.0
Weesby;1059177;Schafflund;10595952.0
Westerholz;1059178;Langballig;10595937.0
Lindewitt;1059179;Schafflund;10595952.0
Freienwill;1059182;Hürup;10595919.0
Handewitt;1059183;Handewitt;10590183.0
Oeversee;1059184;Oeversee;10595940.0
Mittelangeln;1059185;Amt Mittelangeln;10595949.0
Steinbergkirche;1059186;Geltinger Bucht;10595990.0
Boren;1059187;Süderbrarup;10595974.0
Stapel;1059188;Kropp-Stapelholm;10595996.0
Brodersby-Goltoft;1059189;Südangeln;10595987.0
Alveslohe;1060002;Kaltenkirchen-Land;10605043.0
Armstedt;1060003;Bad Bramstedt-Land;10605005.0
Bad Bramstedt, Stadt;1060004;Bad Bramstedt, Stadt;10600004.0
Bad Segeberg, Stadt;1060005;Bad Segeberg, Stadt;10600005.0
Bahrenhof;1060006;Trave-Land;10605086.0
Bark;1060007;Leezen;10605053.0
Bebensee;1060008;Leezen;10605053.0
Bimöhlen;1060009;Bad Bramstedt-Land;10605005.0
Blunk;1060010;Trave-Land;10605086.0
Boostedt;1060011;Boostedt-Rickling;10605063.0
Bornhöved;1060012;Bornhöved;10605024.0
Borstel;1060013;Bad Bramstedt-Land;10605005.0
Buchholz (Forstgutsbez.),gemfr. Gebiet;1060014;Buchholz (Forstgutsbez.),gemfr. Gebiet;10609014.0
Bühnsdorf;1060015;Trave-Land;10605086.0
Daldorf;1060016;Boostedt-Rickling;10605063.0
Damsdorf;1060017;Bornhöved;10605024.0
Dreggers;1060018;Trave-Land;10605086.0
Ellerau;1060019;Ellerau;10600019.0
Fahrenkrug;1060020;Trave-Land;10605086.0
Föhrden-Barl;1060021;Bad Bramstedt-Land;10605005.0
Fredesdorf;1060022;Leezen;10605053.0
Fuhlendorf;1060023;Bad Bramstedt-Land;10605005.0
Geschendorf;1060024;Trave-Land;10605086.0
Glasau;1060025;Trave-Land;10605086.0
Gönnebek;1060026;Bornhöved;10605024.0
Großenaspe;1060027;Bad Bramstedt-Land;10605005.0
Groß Kummerfeld;1060028;Boostedt-Rickling;10605063.0
Groß Niendorf;1060029;Leezen;10605053.0
Groß Rönnau;1060030;Trave-Land;10605086.0
Hagen;1060031;Bad Bramstedt-Land;10605005.0
Hardebek;1060033;Bad Bramstedt-Land;10605005.0
Hartenholm;1060034;Kaltenkirchen-Land;10605043.0
Hasenkrug;1060035;Bad Bramstedt-Land;10605005.0
Hasenmoor;1060036;Kaltenkirchen-Land;10605043.0
Heidmoor;1060037;Bad Bramstedt-Land;10605005.0
Heidmühlen;1060038;Boostedt-Rickling;10605063.0
Henstedt-Ulzburg;1060039;Henstedt-Ulzburg;10600039.0
Hitzhusen;1060040;Bad Bramstedt-Land;10605005.0
Högersdorf;1060041;Leezen;10605053.0
Hüttblek;1060042;Kisdorf;10605048.0
Itzstedt;1060043;Itzstedt;10605034.0
Kaltenkirchen, Stadt;1060044;Kaltenkirchen, Stadt;10600044.0
Kattendorf;1060045;Kisdorf;10605048.0
Kayhude;1060046;Itzstedt;10605034.0
Kisdorf;1060047;Kisdorf;10605048.0
Klein Gladebrügge;1060048;Trave-Land;10605086.0
Klein Rönnau;1060049;Trave-Land;10605086.0
Krems II;1060050;Trave-Land;10605086.0
Kükels;1060051;Leezen;10605053.0
Latendorf;1060052;Boostedt-Rickling;10605063.0
Leezen;1060053;Leezen;10605053.0
Lentföhrden;1060054;Kaltenkirchen-Land;10605043.0
Mönkloh;1060056;Bad Bramstedt-Land;10605005.0
Mözen;1060057;Leezen;10605053.0
Nahe;1060058;Itzstedt;10605034.0
Negernbötel;1060059;Trave-Land;10605086.0
Nehms;1060060;Trave-Land;10605086.0
Neuengörs;1060061;Trave-Land;10605086.0
Neversdorf;1060062;Leezen;10605053.0
Norderstedt, Stadt;1060063;Norderstedt, Stadt;10600063.0
Nützen;1060064;Kaltenkirchen-Land;10605043.0
Oering;1060065;Itzstedt;10605034.0
Oersdorf;1060066;Kisdorf;10605048.0
Pronstorf;1060067;Trave-Land;10605086.0
Rickling;1060068;Boostedt-Rickling;10605063.0
Rohlstorf;1060069;Trave-Land;10605086.0
Schackendorf;1060070;Trave-Land;10605086.0
Schieren;1060071;Trave-Land;10605086.0
Schmalensee;1060072;Bornhöved;10605024.0
Schmalfeld;1060073;Kaltenkirchen-Land;10605043.0
Schwissel;1060074;Leezen;10605053.0
Seedorf;1060075;Trave-Land;10605086.0
Seth;1060076;Itzstedt;10605034.0
Sievershütten;1060077;Kisdorf;10605048.0
Stipsdorf;1060079;Trave-Land;10605086.0
Stocksee;1060080;Bornhöved;10605024.0
Strukdorf;1060081;Trave-Land;10605086.0
Struvenhütten;1060082;Kisdorf;10605048.0
Stuvenborn;1060084;Kisdorf;10605048.0
Sülfeld;1060085;Itzstedt;10605034.0
Tarbek;1060086;Bornhöved;10605024.0
Tensfeld;1060087;Bornhöved;10605024.0
Todesfelde;1060088;Leezen;10605053.0
Trappenkamp;1060089;Bornhöved;10605024.0
Travenhorst;1060090;Trave-Land;10605086.0
Traventhal;1060091;Trave-Land;10605086.0
Wahlstedt, Stadt;1060092;Wahlstedt, Stadt;10600092.0
Wakendorf I;1060093;Trave-Land;10605086.0
Wakendorf II;1060094;Kisdorf;10605048.0
Weddelbrook;1060095;Bad Bramstedt-Land;10605005.0
Weede;1060096;Trave-Land;10605086.0
Wensin;1060097;Trave-Land;10605086.0
Westerrade;1060098;Trave-Land;10605086.0
Wiemersdorf;1060099;Bad Bramstedt-Land;10605005.0
Winsen;1060100;Kisdorf;10605048.0
Wittenborn;1060101;Leezen;10605053.0
Aasbüttel;1061001;Schenefeld;10615168.0
Aebtissinwisch;1061002;Wilstermarsch;10615179.0
Agethorst;1061003;Schenefeld;10615168.0
Altenmoor;1061004;Horst-Herzhorn;10615134.0
Auufer;1061005;Breitenburg;10615104.0
Bahrenfleth;1061006;Krempermarsch;10615153.0
Beidenfleth;1061007;Wilstermarsch;10615179.0
Bekdorf;1061008;Itzehoe-Land;10615138.0
Bekmünde;1061010;Itzehoe-Land;10615138.0
Besdorf;1061011;Schenefeld;10615168.0
Blomesche Wildnis;1061012;Horst-Herzhorn;10615134.0
Bokelrehm;1061013;Schenefeld;10615168.0
Bokhorst;1061014;Schenefeld;10615168.0
Borsfleth;1061015;Horst-Herzhorn;10615134.0
Breitenberg;1061016;Breitenburg;10615104.0
Breitenburg;1061017;Breitenburg;10615104.0
Brokdorf;1061018;Wilstermarsch;10615179.0
Brokstedt;1061019;Kellinghusen;10615189.0
Büttel;1061020;Wilstermarsch;10615179.0
Christinenthal;1061021;Schenefeld;10615168.0
Dägeling;1061022;Krempermarsch;10615153.0
Dammfleth;1061023;Wilstermarsch;10615179.0
Drage;1061024;Itzehoe-Land;10615138.0
Ecklak;1061025;Wilstermarsch;10615179.0
Elskop;1061026;Krempermarsch;10615153.0
Engelbrechtsche Wildnis;1061027;Horst-Herzhorn;10615134.0
Fitzbek;1061028;Kellinghusen;10615189.0
Glückstadt, Stadt;1061029;Glückstadt, Stadt;10610029.0
Grevenkop;1061030;Krempermarsch;10615153.0
Gribbohm;1061031;Schenefeld;10615168.0
Hadenfeld;1061033;Schenefeld;10615168.0
Heiligenstedten;1061034;Itzehoe-Land;10615138.0
Heiligenstedtenerkamp;1061035;Itzehoe-Land;10615138.0
Hennstedt;1061036;Kellinghusen;10615189.0
Herzhorn;1061037;Horst-Herzhorn;10615134.0
Hingstheide;1061038;Kellinghusen;10615189.0
Hodorf;1061039;Itzehoe-Land;10615138.0
Hohenaspe;1061040;Itzehoe-Land;10615138.0
Hohenfelde;1061041;Horst-Herzhorn;10615134.0
Hohenlockstedt;1061042;Kellinghusen;10615189.0
Holstenniendorf;1061043;Schenefeld;10615168.0
Horst (Holstein);1061044;Horst-Herzhorn;10615134.0
Huje;1061045;Itzehoe-Land;10615138.0
Itzehoe, Stadt;1061046;Itzehoe, Stadt;10610046.0
Kaaks;1061047;Itzehoe-Land;10615138.0
Kaisborstel;1061048;Schenefeld;10615168.0
Kellinghusen, Stadt;1061049;Kellinghusen;10615189.0
Kiebitzreihe;1061050;Horst-Herzhorn;10615134.0
Kleve;1061052;Itzehoe-Land;10615138.0
Kollmoor;1061053;Breitenburg;10615104.0
Krempdorf;1061054;Horst-Herzhorn;10615134.0
Krempe, Stadt;1061055;Krempermarsch;10615153.0
Kremperheide;1061056;Krempermarsch;10615153.0
Krempermoor;1061057;Krempermarsch;10615153.0
Kronsmoor;1061058;Breitenburg;10615104.0
Krummendiek;1061059;Itzehoe-Land;10615138.0
Kudensee;1061060;Wilstermarsch;10615179.0
Lägerdorf;1061061;Breitenburg;10615104.0
Landrecht;1061062;Wilstermarsch;10615179.0
Landscheide;1061063;Wilstermarsch;10615179.0
Lockstedt;1061064;Kellinghusen;10615189.0
Lohbarbek;1061065;Itzehoe-Land;10615138.0
Looft;1061066;Schenefeld;10615168.0
Mehlbek;1061067;Itzehoe-Land;10615138.0
Moordiek;1061068;Breitenburg;10615104.0
Moorhusen;1061070;Itzehoe-Land;10615138.0
Mühlenbarbek;1061071;Kellinghusen;10615189.0
Münsterdorf;1061072;Breitenburg;10615104.0
Neuenbrook;1061073;Krempermarsch;10615153.0
Neuendorf b. Elmshorn;1061074;Horst-Herzhorn;10615134.0
Nienbüttel;1061076;Schenefeld;10615168.0
Nortorf;1061077;Wilstermarsch;10615179.0
Nutteln;1061078;Schenefeld;10615168.0
Oelixdorf;1061079;Breitenburg;10615104.0
Oeschebüttel;1061080;Kellinghusen;10615189.0
Oldenborstel;1061081;Schenefeld;10615168.0
Oldendorf;1061082;Itzehoe-Land;10615138.0
Ottenbüttel;1061083;Itzehoe-Land;10615138.0
Peissen;1061084;Itzehoe-Land;10615138.0
Pöschendorf;1061085;Schenefeld;10615168.0
Poyenberg;1061086;Kellinghusen;10615189.0
Puls;1061087;Schenefeld;10615168.0
Quarnstedt;1061088;Kellinghusen;10615189.0
